Nome,Evento Generale,Warning Generale,Evento Specifico,Warning Specifico,Evento Specifico Vecchio
60 Hs H 76-7.00 SF50/55,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60 Hs H 76-8.00 SF40/45,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
Salto in lungo MASTER DONNE,lungo,,Salto in lungo,,Salto in lungo
60 Hs H 100 SM35/45,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60 Hs H 84-8.00 SM60/65,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60 Hs H 91-8.50 SM50/55,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60 Hs H 76-7.00 SM70/75,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
Salto in alto MASTER UOMINI,alto,,Salto in alto,,Salto in alto
Salto con l'asta MASTER UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo MASTER UOMINI,lungo,,Salto in lungo,,Salto in lungo
40m Esordienti M 5,corsa piana,,40m,,40m
40m Esordienti M 8,corsa piana,,40m,,40m
40m Esordienti M 10,corsa piana,,40m,,40m
Salto in lungo Esordienti F 5,lungo,,Salto in lungo,,Salto in lungo
40m Esordienti F 5,corsa piana,,40m,,40m
Salto in lungo Esordienti F 8,lungo,,Salto in lungo,,Salto in lungo
40m Esordienti F 8,corsa piana,,40m,,40m
40m Esordienti F 10,corsa piana,,40m,,40m
Modello 1 /STA - Modena - 29/01/2023,altro,,altro,,altro
30m TRIATHLON RAGAZZE,corsa piana,,30m,,30m
Salto in alto TRIATHLON RAGAZZE,alto,,Salto in alto,,Salto in alto
Peso 2kg TRIATHLON RAGAZZE,peso,,Peso 2.000Kg,,Peso Kg 2.000
Classifica di Società FEMMINILE,altro,,altro,,altro
Palla medica Kg 2.000 Ragazze,palla,,palla,,Palla medica Kg 2
Palla medica Kg 2.000 Ragazzi,palla,,palla,,Palla medica Kg 2
TRIATHLON-B,prove multiple,,prove multiple,,ambiguo
Modello 1/STA - 04/02/2023,altro,,altro,,altro
Modello 1/STA - 05/02/2023,altro,,altro,,altro
Elenco Risultati,altro,,altro,,altro
Modello 1/STA 11-02-2023,altro,,altro,,altro
150m Cadetti,corsa piana,,150m,,1500m
150m Cadette,corsa piana,,150m,,1500m
150m Ragazzi,corsa piana,,150m,,1500m
150m Ragazze,corsa piana,,150m,,1500m
60m piani CADETTE,corsa piana,,60m,,60m
60m piani CADETTI,corsa piana,,60m,,60m
Modello 1/STA - 12/02/2023 - Modena,altro,,altro,,altro
Peso kg 7.260 Uomini,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 4.000 Donne,peso,,Peso 4.000Kg,,Peso Kg 4.000
30 ostacoli Cadetti,ostacoli,,30 Hs,non conosco l'altezza,30 Hs h84-8.50
30 ostacoli Cadette,ostacoli,,30 Hs,non conosco l'altezza,30 Hs h76-8.00
30m Ragazzi,corsa piana,,30m,,30m
30m Ragazze,corsa piana,,30m,,30m
Salto in alto Esordienti M10,alto,,Salto in alto,,Salto in alto
30 ostacoli Esordienti M10,ostacoli,,30 Hs,non conosco l'altezza,30 Hs EM
Peso kg 2.000 Esordienti F10,peso,,Peso 2.000Kg,,Peso Kg 2.000
30 ostacoli Esordienti F10,ostacoli,,30 Hs,non conosco l'altezza,30 Hs EF
Peso kg 2.000 Esordienti M8,peso,,Peso 2.000Kg,,Peso Kg 2.000
30m Esordienti M8,corsa piana,,30m,,30m
Peso kg 2.000 Esordienti 8F,peso,,Peso 2.000Kg,,Peso Kg 2.000
30m Esordienti F8,corsa piana,,30m,,30m
30m Esordienti M5,corsa piana,,30m,,30m
30m Esordienti F5,corsa piana,,30m,,30m
Salto in lungo Esordienti M 5,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Esordienti M 8,lungo,,Salto in lungo,,Salto in lungo
Modello 1-STA 18/02/2023,altro,,altro,,altro
TETRATHLON Cadette,prove multiple,,prove multiple,,Tetrathlon indoor CF
TETRATHLON Cadetti,prove multiple,,prove multiple,,Tetrathlon indoor CM
60 Hs H 60 RAGAZZE VCO-NO-VC-TO-BI-FR,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h60-7.50
60 Hs H 60 RAGAZZI VCO-NO-VC-TO-BI-FR,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h60-7.50
60 piani RAGAZZE VCO-NO-VC-TO-BI-FR,corsa piana,,60m,,60m
60 piani RAGAZZI VCO-NO-VC-TO-BI-FR,corsa piana,,60m,,60m
60 Hs H 60 RAGAZZE CN-AT-AL,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h60-7.50
60 Hs H 60 RAGAZZI CN-AT-AL,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h60-7.50
60 piani RAGAZZE CN-AT-AL,corsa piana,,60m,,60m
60 piani RAGAZZI CN-AT-AL,corsa piana,,60m,,60m
BIATHLON RF VCO-NO-VC-TO-BI-FR,prove multiple,,prove multiple,,Biathlon RF
BIATHLON RM VCO-NO-VC-TO-BI-FR,prove multiple,,prove multiple,,Biathlon RM
BIATHLON RAGAZZE CN-AT-AL,prove multiple,,prove multiple,,Biathlon RF
BIATHLON RAGAZZI CN-AT-AL,prove multiple,,prove multiple,,Biathlon RM
Palla medica Kg 2 Ragazze,palla,,palla,,Palla medica Kg 2
Palla medica Kg 2 Ragazzi,palla,,palla,,Palla medica Kg 2
Modello 1/sta 5 marzo,altro,,altro,,altro
50 metri Esordienti Maschi 5,corsa piana,,50m,,50m
50 metri Esordienti Femmine 5,corsa piana,,50m,,50m
Modello 1/STA - Modena - 11/03/2023,altro,,altro,,altro
50 metri Esordienti M 8,corsa piana,,50m,,50m
50 metri Esordienti F 8,corsa piana,,50m,,50m
50 metri Esordienti M 5,corsa piana,,50m,,50m
50 metri Esordienti F 5,corsa piana,,50m,,50m
Modello 1/STA - 02/12/2023,altro,,altro,,altro
60 Hs H Cadette,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.00
50m Esordienti 10 F,corsa piana,,50m,,50m
50 Hs Esordienti 10 F,ostacoli,,50 Hs,non conosco l'altezza,50 Hs EF
50m Esordienti 10 M,corsa piana,,50m,,50m
50 Hs Esordienti 10 M,ostacoli,,50 Hs,non conosco l'altezza,50 Hs EM
50m Esordienti 8 F,corsa piana,,50m,,50m
50 Hs Esordienti 8 F,ostacoli,,50 Hs,non conosco l'altezza,50 Hs EF
50m Esordienti 8 M,corsa piana,,50m,,50m
50 Hs Esordienti 8 M,ostacoli,,50 Hs,non conosco l'altezza,50 Hs EM
50m Esordienti 5 F,corsa piana,,50m,,50m
50 Hs Esordienti 5 F,ostacoli,,50 Hs,non conosco l'altezza,50 Hs EF
50m Esordienti 5 M,corsa piana,,50m,,50m
50 Hs Esordienti 5 M,ostacoli,,50 Hs,non conosco l'altezza,50 Hs EM
Modelli 1sta,altro,,altro,,altro
60m Adulti Uomini,corsa piana,,60m,,60m
200m Adulti Uomini,corsa piana,,200m,,200m
400m Adulti Uomini,corsa piana,,400m,,400m
800m Adulti Uomini,corsa piana,,800m,,800m
1500m Adulti Uomini,corsa piana,,1500m,,1500m
3000m Adulti Uomini,corsa piana,,3000m,,3000m
Staffetta 4x200 Adulti Uomini,staffetta,,4x200m,,4x200m
60m Adulti Donne,corsa piana,,60m,,60m
200m Adulti Donne,corsa piana,,200m,,200m
400m Adulti Donne,corsa piana,,400m,,400m
800m Adulti Donne,corsa piana,,800m,,800m
1500m Adulti Donne,corsa piana,,1500m,,1500m
3000m Adulti Donne,corsa piana,,3000m,,3000m
Staffetta 4x200 Adulti Donne,staffetta,,4x200m,,4x200m
Staffetta 4x200 Allievi,staffetta,,4x200m,,4x200m
Staffetta 4x200 Allieve,staffetta,,4x200m,,4x200m
300m Cadetti,corsa piana,,300m,,300m
600m Cadetti,corsa piana,,600m,,600m
Staffetta 4x200 Cadetti,staffetta,,4x200m,,4x200m
300m Cadette,corsa piana,,300m,,300m
600m Cadette,corsa piana,,600m,,600m
Staffetta 4x200 Cadette,staffetta,,4x200m,,4x200m
Staffetta 4x200 Ragazzi,staffetta,,4x200m,,4x200m
Staffetta 4x200 Ragazze,staffetta,,4x200m,,4x200m
60m Eso M10,corsa piana,,60m,,60m
200m Eso M10,corsa piana,,200m,,200m
60m Eso F10,corsa piana,,60m,,60m
200m Eso F10,corsa piana,,200m,,200m
60m Eso M8,corsa piana,,60m,,60m
200m Eso M8,corsa piana,,200m,,200m
60m Eso F8,corsa piana,,60m,,60m
200m Eso F8,corsa piana,,200m,,200m
60m Eso M5,corsa piana,,60m,,60m
200m Eso M5,corsa piana,,200m,,200m
60m Eso F5,corsa piana,,60m,,60m
200m Eso F5,corsa piana,,200m,,200m
1500m Adulti Donne + Juniores Donne + Allieve,corsa piana,,1500m,,1500m
1500m Juniores Uomini + Allievi,corsa piana,'+' sus,1500m,,1500m
800m Juniores Uomini + Allievi,corsa piana,'+' sus,800m,,800m
800m Adulti Donne + Juniores Donne + Allieve,corsa piana,,800m,,800m
Staffetta 4x200 Adulti + Juniores +Allievi Uomini,staffetta,,4x200m,,4x200m
Staffetta 4x200 Adulti + Juniores +Allievi Donne,staffetta,,4x200m,,4x200m
3000m Adulti Uomini + Juniores Uomini,corsa piana,'+' sus,3000m,,3000m
Marcia 3000m Cadetti + Cadette,marcia,'+' sus,Marcia 3000m,,Marcia 3000m
Marcia 3 Km Adulti Uomini + Adulti Donne + Allieve,marcia,,Marcia 3000m,,Marcia 3000m
200m Eso F5-8,corsa piana,,200m,,200m
200m Eso M5-8,corsa piana,,200m,,200m
60m Eso F5+M5,corsa piana,,60m,,60m
400m Juniores Donne + Adulti Donne,corsa piana,'+' sus,400m,,400m
Salto in alto Adulti Uomini,alto,,Salto in alto,,Salto in alto
Salto in lungo Adulti Uomini,lungo,,Salto in lungo,,Salto in lungo
Salto in alto Adulti Donne,alto,,Salto in alto,,Salto in alto
Salto in lungo Adulti Donne,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso M10,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso F10,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso M8,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso F8,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso M5,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso F5,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Adulti Uomini + Juniores Uomini,lungo,'+' sus,Salto in lungo,,Salto in lungo
Salto in lungo Adulti Donne + Juniores Donne,lungo,'+' sus,Salto in lungo,,Salto in lungo
Salto in alto Adulti Donne + Juniores Donne,alto,'+' sus,Salto in alto,,Salto in alto
Salto in alto Adulti Uomini + Juniores Uomini,alto,'+' sus,Salto in alto,,Salto in alto
Salto in lungo Eso F5-8,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Eso M5-8-10,lungo,,Salto in lungo,,Salto in lungo
Salto in alto Allievi + Allieve,alto,'+' sus,Salto in alto,,Salto in alto
Peso kg 7.260 Adulti Uomini,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 7.260 Master Uomini 35-45,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 6 Master Uomini 50-55,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 5 Master Uomini 60-65,peso,,Peso 5.000Kg,,Peso Kg 5.000
Peso kg 4 Master Uomini 70-75,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 4 Adulti Donne,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 4 Master Donne 35-45,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 Master Donne 50-70,peso,,Peso 3.000Kg,,Peso Kg 3.000
Peso kg 4 Juniores Donne,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 5 Allievi,peso,,Peso 5.000Kg,,Peso Kg 5.000
Peso kg 3 Allieve,peso,,Peso 3.000Kg,,Peso Kg 3.000
Peso kg 4 Cadetti,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 Cadette,peso,,Peso 3.000Kg,,Peso Kg 3.000
Peso Allievi + Adulti Uomini,peso,'+' sus,Peso,non conosco la massa,not yet
Peso Allieve + Juniores + Adulte Donne,peso,,Peso,non conosco la massa,not yet
PV Males Gr. 1,asta,,Salto con l'asta,,Salto con l’asta
PV Women Gr. 1,asta,,Salto con l'asta,,Salto con l’asta
PV Males Gr. 2,asta,,Salto con l'asta,,Salto con l’asta
PV TOP Males,asta,,Salto con l'asta,,Salto con l’asta
PV TOP Women,asta,,Salto con l'asta,,Salto con l’asta
PV M/W Gr. 1,asta,,Salto con l'asta,,Salto con l’asta
Salto in Lungo ASSOLUTI FEMMINILI,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo ASSOLUTI MASCHILI,lungo,,Salto in lungo,,Salto in lungo
60Hs H76-8.50 ALLIEVE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60Hs H84-8.50 JUNIORES-PROMESSE-SENIORES FEMMINILI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60 metri ASSOLUTI FEMMINILI,corsa piana,,60m,,60m
60Hs H91-9.14 ALLIEVI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
60Hs H100 JUNIORES MASCHILI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H106 PROMESSE-SENIORES MASCHILI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60 metri ASSOLUTI MASCHILI,corsa piana,,60m,,60m
Salto triplo ASSOLUTI FEMMINILI,alto,,Salto in alto,,Salto triplo
Salto triplo ASSOLUTI MASCHILI,alto,,Salto in alto,,Salto triplo
Salto in alto ASSOLUTI FEMMINILI,alto,,Salto in alto,,Salto in alto
Salto in alto ASSOLUTI MASCHILI,alto,,Salto in alto,,Salto in alto
Peso/SP Kg 2.000 RAGAZZI,peso,,Peso 2.000Kg,,Peso Master
Peso/SP Kg 2.000 RAGAZZE,peso,,Peso 2.000Kg,,Peso Master
60 Hs H84 J/P/S Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60Hs H91-9.14 PENT. ALLIEVI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
1000m PENT. ALLIEVI,corsa piana,,1000m,,1000m
Salto con l'asta UOMINI ad invito,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta DONNE ad invito,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo PENT. ALLIEVI,lungo,,Salto in lungo,,Salto in lungo
Salto in alto PENT. ALLIEVI,alto,,Salto in alto,,Salto in alto
Peso kg 5 PENT. ALLIEVI,peso,,Peso 5.000Kg,,Peso Kg 5.000
600m PM CADETTI,corsa piana,,600m,,600m
60Hs H84-8.50 PM CADETTI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
400m PM CADETTE,corsa piana,,400m,,400m
60Hs H76-8.00 PM CADETTE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.00
60m AJPS UOMINI,corsa piana,,60m,,60m
60Hs H100 JUNIORES M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H106 P/S UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60m AJPS DONNE,corsa piana,,60m,,60m
60Hs H84-8.50 JPS DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in lungo PM CADETTI,lungo,,Salto in lungo,,Salto in lungo
Salto in alto PM CADETTE,alto,,Salto in alto,,Salto in alto
Peso kg 4 PM CADETTI,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 PM CADETTE,peso,,Peso 3.000Kg,,Peso Kg 3.000
60Hs H60 RAGAZZI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h60-7.50
60Hs H60 RAGAZZE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h60-7.50
60 metri UOMINI,corsa piana,,60m,,60m
60 metri DONNE,corsa piana,,60m,,60m
60m EPT. UOMINI,corsa piana,,60m,,60m
60Hs H106 EPT. UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
1000m EPT. UOMINI,corsa piana,,1000m,,1000m
60m EPT. JUNIORES UOMINI,corsa piana,,60m,,60m
60Hs H100 EPT. JUNIORES UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
1000m EPT. JUNIORES UOMINI,corsa piana,,1000m,,1000m
60Hs H84-8.50 PENT. DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
800m PENT. DONNE,corsa piana,,800m,,800m
60Hs H76-8.50 PENT. ALLIEVE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
800m PENT. ALLIEVE,corsa piana,,800m,,800m
Salto in lungo EPT. UOMINI,lungo,,Salto in lungo,,Salto in lungo
Salto in alto EPT. UOMINI,alto,,Salto in alto,,Salto in alto
Salto con l'asta EPT. UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo EPT. JUNIORES UOMINI,lungo,,Salto in lungo,,Salto in lungo
Salto in alto EPT. JUNIORES UOMINI,alto,,Salto in alto,,Salto in alto
Salto con l'asta EPT. JUNIORES UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Salto in alto PENT. DONNE,alto,,Salto in alto,,Salto in alto
Salto in lungo PENT. DONNE,lungo,,Salto in lungo,,Salto in lungo
Salto in alto PENT. ALLIEVE,alto,,Salto in alto,,Salto in alto
Salto in lungo PENT. ALLIEVE,lungo,,Salto in lungo,,Salto in lungo
Peso kg 7.260 EPT. UOMINI,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 6 EPT. JUNIORES UOMINI,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 4 PENT. DONNE,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 PENT. ALLIEVE,peso,,Peso 3.000Kg,,Peso Kg 3.000
EPTATHLON INDOOR JPS M,prove multiple,,prove multiple,,Eptathlon indoor M
PENTATHLON INDOOR JPS F,prove multiple,,prove multiple,,Pentathlon indoor F
PENTATHLON INDOOR ALLIEVE - 800,prove multiple,PM sus,prove multiple,,800m
60Hs Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60Hs Allieve,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60Hs H106 Uomini,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60Hs H100 Juniores,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H91-9.14 Allievi,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
Peso kg 4 Donne,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 6 Juniores,peso,,Peso 6.000Kg,,Peso Kg 6.000
60 metri ASSOLUTI MASCHILI FINALE,corsa piana,,60m,,60m
800m MASTER DONNE,corsa piana,,800m,,800m
800m MASTER UOMINI,corsa piana,,800m,,800m
3000m MASTER UOMINI,corsa piana,,3000m,,3000m
800m MASTER UOMINI+DONNE,corsa piana,'+' sus,800m,,800m
Asta ALLIEVE,asta,,Salto con l'asta,,Salto con l’asta
Asta ALLIEVI,asta,,Salto con l'asta,,Salto con l’asta
Marcia 1000m ESORDIENTI M10,marcia,,Marcia 1000m,,Marcia 1000m
Marcia 1000m ESORDIENTI F10,marcia,,Marcia 1000m,,Marcia 1000m
Salto triplo J/P/S Donne,alto,,Salto in alto,,Salto triplo
Salto triplo J/P/S Uomini,alto,,Salto in alto,,Salto triplo
Staffetta 4x2 giri DONNE,staffetta,,4x400m,,4x400m
Staffetta 4x2 giri UOMINI,staffetta,,4x400m,,4x400m
Peso MASTER UOMINI,peso,,Peso Master,,Peso Master
60 metri Promesse/ Senior Uomini,corsa piana,,60m,,60m
60 Hs H106 Promesse/ Senior Uomini,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60 metri Promesse/ Senior Donne,corsa piana,,60m,,60m
60 Hs H 84 Promesse/ Senior Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in alto Promesse/ Senior Donne,alto,,Salto in alto,,Salto in alto
Salto con l'asta CM+CF,asta,,Salto con l'asta,,Salto con l’asta
Staffetta 4x400 ASSOLUTI DONNE,staffetta,,4x400m,,4x400m
600m CADETTI,corsa piana,,600m,,600m
Peso kg 7.260 SM35-45,peso,,Peso 7.260Kg,,Peso Kg 7.260
Salto triplo Allieve-Sen. Donne,alto,,Salto in alto,,Salto triplo
Salto triplo Allievi-Sen. Uomini,alto,,Salto in alto,,Salto triplo
50m UOMINI,corsa piana,,50m,,50m
50m CADETTI (U16),corsa piana,,50m,,50m
50m CADETTE (U16),corsa piana,,50m,,50m
Salto triplo CADETTI (U16),alto,,Salto in alto,,Salto triplo
Salto in alto CADETTE (U16),alto,,Salto in alto,,Salto in alto
Salto triplo CADETTE (U16),alto,,Salto in alto,,Salto triplo
300m CADETTE (U16),corsa piana,,300m,,300m
1000m CADETTE U16),corsa piana,,1000m,,1000m
400m RAGAZZI (U14),corsa piana,,400m,,400m
50m RAGAZZI (U14),corsa piana,,50m,,50m
400m RAGAZZE (U14),corsa piana,,400m,,400m
50m RAGAZZE (U14),corsa piana,,50m,,50m
600m EM10,corsa piana,,600m,,600m
600m EF10,corsa piana,,600m,,600m
200 MASTER UOMINI,corsa piana,,200m,,200m
Salto in alto CADETTI (U16),alto,,Salto in alto,,Salto in alto
Salto in lungo CADETTI (U16),lungo,,Salto in lungo,,Salto in lungo
Salto in lungo CADETTE (U16),lungo,,Salto in lungo,,Salto in lungo
Salto in alto RAGAZZI (U14),alto,,Salto in alto,,Salto in alto
Salto in lungo RAGAZZE (U14),lungo,,Salto in lungo,,Salto in lungo
Salto con l'asta CF,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta CM,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta GARA 1,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta GARA 2,asta,,Salto con l'asta,,Salto con l’asta
Salto con l'asta GARA 3,asta,,Salto con l'asta,,Salto con l’asta
60Hs H84-8.50 JUNIORES-PROMESSE-SENIORES DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60m ALLIEVE FINALE,corsa piana,,60m,,60m
60m DONNE FINALE,corsa piana,,60m,,60m
60Hs H100 JUNIORES UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H106 PROMESSE-SENIORES UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60m ALLIEVI FINALE,corsa piana,,60m,,60m
60m UOMINI FINALE,corsa piana,,60m,,60m
60Hs H106 PROMESSE-SENIORES UOMINI EXTRA,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
Peso JM+SM,peso,,Peso,non conosco la massa,not yet
60m P/S M P.M.,corsa piana,,60m,,60m
60Hs H106 P/S P.M.,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
1000m P/S P.M.,corsa piana,,1000m,,1000m
60m J M P.M.,corsa piana,,60m,,60m
60Hs H100 J M P.M.,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
1000m J M P.M.,corsa piana,,1000m,,1000m
60Hs H84-8.50 J/P/S F P.M.,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
800m J/P/S F P.M.,corsa piana,,800m,,800m
60Hs H76-8.50 A F P.M.,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
800m A F P.M.,corsa piana,,800m,,800m
60Hs H91-9.14 A M P.M.,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
1000m A M P.M.,corsa piana,,1000m,,1000m
Salto in lungo P/S P.M.,lungo,,Salto in lungo,,Salto in lungo
Salto in alto P/S P.M.,alto,,Salto in alto,,Salto in alto
Salto con l'asta P/S P.M.,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo J M P.M.,lungo,,Salto in lungo,,Salto in lungo
Salto in alto J M P.M.,alto,,Salto in alto,,Salto in alto
Salto con l'asta J M P.M.,asta,,Salto con l'asta,,Salto con l’asta
Salto in alto J/P/S F P.M.,alto,,Salto in alto,,Salto in alto
Salto in lungo J/P/S F P.M.,lungo,,Salto in lungo,,Salto in lungo
Salto in alto A F P.M.,alto,,Salto in alto,,Salto in alto
Salto in lungo A F P.M.,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo A M P.M.,lungo,,Salto in lungo,,Salto in lungo
Salto in alto A M P.M.,alto,,Salto in alto,,Salto in alto
Peso kg 7.260 P/S P.M.,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 6 J M P.M.,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 4 J/P/S F P.M.,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 A F P.M.,peso,,Peso 3.000Kg,,Peso Kg 3.000
Peso kg 5 A M P.M.,peso,,Peso 5.000Kg,,Peso Kg 5.000
EPTATHLON P/S M,prove multiple,,prove multiple,,Eptathlon indoor M
EPTATHLON J M,prove multiple,,prove multiple,,Eptathlon indoor JM
PENTATHLON J/P/S F,prove multiple,,prove multiple,,Pentathlon indoor F
PENTATHLON A F,prove multiple,,prove multiple,,Pentathlon indoor AF
PENTATHLON A M,prove multiple,,prove multiple,,Pentathlon indoor AM
Peso Allieve Donne + Senior Donne,peso,'+' sus,Peso,non conosco la massa,not yet
3000m MASTER DONNE,corsa piana,,3000m,,3000m
Staffetta 4x1giro ALLIEVE,staffetta,,4x200m,,4x200m
Staffetta 4x1giro ALLIEVI,staffetta,,4x200m,,4x200m
3000m MASTER M+F,corsa piana,,3000m,,3000m
Asta MASTER M+F,asta,,Salto con l'asta,,Salto con l’asta
60Hs H76-8.50 Allieve,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60m J/P/S Uomini,corsa piana,,60m,,60m
60Hs H100 Juniores M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H106 P/S Uomini,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60m J/P/S Donne,corsa piana,,60m,,60m
60Hs H84-8.50 J/P/S Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in alto J/P/S Uomini,alto,,Salto in alto,,Salto in alto
Salto con l'asta J/P/S Uomini,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo J/P/S Uomini,lungo,,Salto in lungo,,Salto in lungo
Peso kg 6 Juniores M,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 7.260 P/S Uomini,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 4 J/PS Donne,peso,,Peso 4.000Kg,,Peso Kg 4.000
60 metri Hs Allievi,ostacoli,,60 Hs,non conosco l'altezza,60m
60 metri Hs Allieve,ostacoli,,60 Hs,non conosco l'altezza,60m
60Hs H84-8.50 DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60m Finale Uomini,corsa piana,,60m,,60m
1000 metri Master Uomini,corsa piana,,1000m,,1000m
60 Hs H 91 Allievi,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
60m Finale Donne,corsa piana,,60m,,60m
1000 metri Master Donne,corsa piana,,1000m,,1000m
60 Hs H 76 Allieve,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60 Hs H 84 Donne,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
